Col1,Col2,Col3,X,Y
Col1-0024,Col2-0239,Col3-270,99162.45674,55175.25424
Col1-0024,Col2-0239,Col3-262,16073.7514,27964.18708
Col1-0024,Col2-0239,Col3-317,10530.55152,1034.31411
Col1-0024,Col2-0879,Col3-009,117410.3029,6787.815332
Col1-0024,Col2-0880,Col3-024,104728.8583,12327.63955
Col1-0024,Col2-0881,Col3-009,17855.05595,23919.01779
Col1-0024,Col2-0882,Col3-009,50678.63855,21022.83949
Col1-0024,Col2-0883,Col3-024,17266.23689,39331.34559
Col1-0024,Col2-0884,Col3-024,107197.3021,37217.37653
Col1-0024,Col2-0885,Col3-009,121081.1304,23633.32993
Col1-0024,Col2-0886,Col3-024,75450.99519,77884.36688
Col1-0024,Col2-0887,Col3-024,88311.30414,63399.16881
Col1-0024,Col2-0888,Col3-024,67687.67089,48458.2222
Col1-0024,Col2-0889,Col3-024,95493.45668,26059.91293
Col1-0024,Col2-0890,Col3-009,13602.06658,69724.95634
Col1-0024,Col2-0891,Col3-024,60903.87697,18881.22055
Col1-0024,Col2-0319,Col3-181,69753.96619,57797.93243
Col1-0024,Col2-0320,Col3-179,102471.8913,17949.73388
Col1-0024,Col2-0320,Col3-181,58403.53689,44225.45132
Col1-0024,Col2-0345,Col3-181,123383.4613,70162.46435
Col1-0024,Col2-0892,Col3-009,113404.8564,58659.01965
Col1-0024,Col2-0893,Col3-024,90106.84748,23298.10703
Col1-0024,Col2-0894,Col3-024,31889.91443,57497.5053
Col1-0024,Col2-0347,Col3-181,105233.5902,67408.91351
Col1-0024,Col2-0348,Col3-179,86306.5759,67234.44609
Col1-0024,Col2-0348,Col3-181,108809.3555,19507.5059
Col1-0024,Col2-0350,Col3-179,65768.59262,5637.385433
Col1-0024,Col2-0352,Col3-179,113358.9195,8372.28596
Col1-0024,Col2-0372,Col3-181,77176.22908,62401.26542
Col1-0024,Col2-0895,Col3-009,115352.7812,19247.83352
Col1-0024,Col2-0896,Col3-009,69325.38783,30177.59339
Col1-0024,Col2-0406,Col3-011,56397.72981,67365.60798
Col1-0024,Col2-0407,Col3-011,31335.98005,36441.8646
Col1-0024,Col2-0408,Col3-011,122157.6356,25628.4811
Col1-0024,Col2-0409,Col3-010,103361.1042,62374.32355
Col1-0024,Col2-0410,Col3-010,27825.47042,26733.24519
Col1-0024,Col2-0411,Col3-010,106771.6314,69852.06679
Col1-0024,Col2-0414,Col3-011,40679.61424,24360.67727
Col1-0024,Col2-0897,Col3-024,68773.74257,68210.95539
Col1-0024,Col2-0415,Col3-011,66849.56903,26844.12016
Col1-0024,Col2-0898,Col3-288,122634.0478,61840.94609
Col1-0024,Col2-0485,Col3-318,60465.35889,71990.16906
Col1-0024,Col2-0500,Col3-130,42520.59031,44534.2262
Col1-0024,Col2-0899,Col3-288,26451.0162,62396.67955
Col1-0024,Col2-0572,Col3-182,109146.0851,7685.257247
Col1-0024,Col2-0125,Col3-179,94656.31438,61932.39449
Col1-0024,Col2-0616,Col3-011,34.9316308,45611.23587
Col1-0024,Col2-0617,Col3-011,102527.1521,14491.56471
Col1-0024,Col2-0618,Col3-011,25795.89161,31785.37735
Col1-0024,Col2-0639,Col3-011,21858.10412,2663.178719
Col1-0024,Col2-0638,Col3-010,68439.09481,69486.19678
Col1-0024,Col2-0641,Col3-011,63712.46059,13618.71654
Col1-0024,Col2-0640,Col3-010,124207.7235,34102.97827
Col1-0024,Col2-0665,Col3-010,91050.05824,21269.57941
Col1-0024,Col2-0900,Col3-009,73952.1172,24772.19788
Col1-0024,Col2-0901,Col3-024,59319.31113,63162.59544
Col1-0024,Col2-0902,Col3-009,21294.52374,11973.47676
Col1-0024,Col2-0903,Col3-009,97007.48186,42411.28881
Col1-0024,Col2-0904,Col3-009,66944.7432,69543.70631
Col1-0024,Col2-0905,Col3-009,19068.22068,20787.29651
Col1-0024,Col2-0906,Col3-009,99912.75769,12424.00122
Col1-0024,Col2-0907,Col3-024,80379.84249,47401.17184
Col1-0024,Col2-0908,Col3-024,51900.7631,6215.337054
Col1-0024,Col2-0909,Col3-024,54234.68907,50359.85709
Col1-0024,Col2-0910,Col3-009,27125.99889,31024.78389
Col1-0024,Col2-0748,Col3-011,7906.268092,16215.01307
Col1-0024,Col2-0749,Col3-011,64854.4276,43252.17959
Col1-0024,Col2-0911,Col3-024,47055.44178,20508.2637
Col1-0025,Col2-0001,Col3-037,64023.43119,32522.7565
Col1-0025,Col2-0636,Col3-010,89972.38767,27634.67588
Col1-0025,Col2-0637,Col3-011,60518.59161,75153.26501
Col1-0025,Col2-0876,Col3-024,42848.64188,36034.44718
Col1-0025,Col2-0877,Col3-024,21061.4457,10672.70144
Col1-0025,Col2-0003,Col3-024,112961.5746,5728.239869
Col1-0025,Col2-0912,Col3-009,100230.655,5311.229604
Col1-0026,Col2-0001,Col3-041,51406.57889,16876.80057
Col1-0026,Col2-0002,Col3-319,81039.79816,25143.58933
Col1-0027,Col2-0001,Col3-166,86787.80239,15843.8502
Col1-0027,Col2-0002,Col3-320,21374.6245,65182.60042
Col1-0028,Col2-0001,Col3-038,105075.625,18867.31397
Col1-0028,Col2-0002,Col3-321,36891.46706,69648.05787
Col1-0029,Col2-0001,Col3-039,17529.27385,11645.07776
Col1-0029,Col2-0002,Col3-322,20851.96224,61410.30034
Col1-0030,Col2-0001,Col3-323,92215.34389,53804.55607
Col1-0030,Col2-0002,Col3-324,79512.68898,77936.61393
Col1-0031,Col2-0024,Col3-010,66381.98509,14289.32228
Col1-0031,Col2-0030,Col3-010,24758.85095,66920.26548
Col1-0031,Col2-0032,Col3-010,123372.7464,77089.31509
Col1-0031,Col2-0033,Col3-010,68662.67008,17070.6459
Col1-0031,Col2-0034,Col3-011,64071.33733,31322.53697
Col1-0031,Col2-0035,Col3-010,17277.88424,31275.64194
Col1-0031,Col2-0036,Col3-011,46770.14823,67569.5417
Col1-0031,Col2-0037,Col3-011,41173.53272,48202.13103
Col1-0031,Col2-0044,Col3-011,86070.74596,76006.9227
Col1-0031,Col2-0045,Col3-010,112433.9067,48800.0774
Col1-0031,Col2-0047,Col3-010,94979.14298,638.6280839
Col1-0031,Col2-0049,Col3-010,65784.85418,29782.00155
Col1-0031,Col2-0002,Col3-325,93921.03751,47238.83027
Col1-0031,Col2-0002,Col3-326,50124.1396,60488.54741
Col1-0031,Col2-0002,Col3-327,113317.0662,32682.77163
Col1-0031,Col2-0002,Col3-328,19974.09854,23506.8754
Col1-0031,Col2-0002,Col3-329,111754.9048,23532.99294
Col1-0031,Col2-0002,Col3-330,87162.18574,10063.52339
Col1-0031,Col2-0002,Col3-331,42506.46647,32907.93589
Col1-0031,Col2-0002,Col3-332,47765.82667,56712.11005
Col1-0031,Col2-0002,Col3-333,7620.951762,78293.46495
Col1-0031,Col2-0002,Col3-334,31746.97717,42897.096
Col1-0031,Col2-0002,Col3-335,109120.596,63879.02319
Col1-0031,Col2-0002,Col3-336,29685.8217,32894.68783
Col1-0031,Col2-0002,Col3-337,117369.8249,32985.71488
Col1-0031,Col2-0002,Col3-338,12147.12453,10513.81942
Col1-0031,Col2-0002,Col3-339,98592.5728,36242.03934
Col1-0031,Col2-0002,Col3-340,31940.4606,40267.78835
Col1-0031,Col2-0002,Col3-341,94056.59228,27062.1086
Col1-0031,Col2-0002,Col3-342,27867.17982,72295.7723
Col1-0031,Col2-0002,Col3-343,90206.04684,53245.60616
Col1-0031,Col2-0002,Col3-344,118566.2403,76760.88567
Col1-0031,Col2-0002,Col3-345,88281.69717,33178.1076
Col1-0031,Col2-0002,Col3-346,83832.80139,2694.979871
Col1-0031,Col2-0002,Col3-347,116066.0682,60565.60597
Col1-0031,Col2-0002,Col3-348,97578.46963,41267.85596
Col1-0031,Col2-0002,Col3-349,70173.38793,70780.77244
Col1-0031,Col2-0116,Col3-182,7586.054474,8861.818022
Col1-0031,Col2-0104,Col3-180,123851.2589,50598.57507
Col1-0031,Col2-0117,Col3-169,67499.57236,56447.65611
Col1-0031,Col2-0138,Col3-010,62560.81923,50858.27603
Col1-0031,Col2-0139,Col3-010,67978.78212,43817.57383
Col1-0031,Col2-0140,Col3-010,26755.61367,9743.05709
Col1-0031,Col2-0913,Col3-009,113094.7661,44713.81088
Col1-0031,Col2-0914,Col3-024,98104.44338,56678.28965
Col1-0031,Col2-0384,Col3-010,21510.80285,46782.24379
Col1-0031,Col2-0385,Col3-010,74696.08003,25734.23678
Col1-0031,Col2-0386,Col3-010,83428.3277,77362.26992
Col1-0031,Col2-0387,Col3-010,44938.25068,57948.0051
Col1-0031,Col2-0388,Col3-010,2414.462624,52871.50521
Col1-0031,Col2-0389,Col3-010,94056.57604,43008.41848
Col1-0031,Col2-0497,Col3-009,68599.32455,73048.8923
Col1-0031,Col2-0002,Col3-224,43440.64381,64919.50366
Col1-0031,Col2-0002,Col3-350,107955.0564,34840.42683
Col1-0031,Col2-0104,Col3-012,47256.74023,5169.919039
Col1-0031,Col2-0607,Col3-010,114205.5385,75918.8635
Col1-0031,Col2-0608,Col3-010,50017.88061,28921.37926
Col1-0031,Col2-0609,Col3-010,56368.05174,15346.02767
Col1-0031,Col2-0610,Col3-010,91668.1487,6387.132336
Col1-0031,Col2-0915,Col3-024,98917.56127,37668.76735
Col1-0031,Col2-0916,Col3-024,40554.21077,43044.55219
Col1-0031,Col2-0917,Col3-024,61796.97403,51512.80693
Col1-0031,Col2-0918,Col3-024,111112.7899,7554.684884
Col1-0031,Col2-0628,Col3-010,5567.856687,49285.98855
Col1-0031,Col2-0629,Col3-010,100784.9453,57982.89892
Col1-0031,Col2-0630,Col3-010,68581.14614,53427.15748
Col1-0031,Col2-0631,Col3-010,26047.38783,10389.66181
Col1-0031,Col2-0632,Col3-010,88222.73983,39891.72076
Col1-0031,Col2-0633,Col3-010,92387.69221,52321.99975
Col1-0031,Col2-0634,Col3-010,108107.1839,50293.86042
Col1-0031,Col2-0655,Col3-011,43858.56412,55189.35903
Col1-0031,Col2-0912,Col3-024,97650.97829,33172.02511
Col1-0031,Col2-0671,Col3-010,68365.48075,47982.13707
Col1-0031,Col2-0673,Col3-011,109725.0778,72669.07189
Col1-0031,Col2-0919,Col3-009,94326.59839,55555.33565
Col1-0031,Col2-0840,Col3-010,67508.45758,25808.88438
Col1-0031,Col2-0868,Col3-011,93411.78569,1271.798538
Col1-0032,Col2-0319,Col3-012,4672.678104,77350.09139
Col1-0032,Col2-0320,Col3-012,94691.7106,67759.66059
Col1-0032,Col2-0346,Col3-012,105041.3192,14186.71263
Col1-0032,Col2-0350,Col3-012,60466.06551,77968.76643
Col1-0032,Col2-0351,Col3-012,8463.842715,13427.91238
Col1-0032,Col2-0351,Col3-179,116638.4456,17119.39503
Col1-0032,Col2-0371,Col3-012,26913.39646,76136.3169
Col1-0032,Col2-0896,Col3-024,23810.375,18776.01004
Col1-0032,Col2-0109,Col3-185,105717.9807,45698.10805
Col1-0033,Col2-0038,Col3-010,120168.4952,15189.80845
Col1-0033,Col2-0039,Col3-011,25799.15403,39432.11415
Col1-0033,Col2-0040,Col3-011,116844.2203,20580.9053
Col1-0033,Col2-0041,Col3-011,111855.6942,79029.5323
Col1-0033,Col2-0042,Col3-010,14728.84606,22690.62308
Col1-0033,Col2-0043,Col3-010,89351.85696,62717.15384
Col1-0033,Col2-0046,Col3-011,35635.68538,27334.25688
Col1-0033,Col2-0048,Col3-011,104006.9677,65492.15404
Col1-0033,Col2-0050,Col3-011,102189.1803,5116.13053
Col1-0033,Col2-0051,Col3-010,105434.7274,16366.7276
Col1-0033,Col2-0052,Col3-011,24858.37609,51050.48126
Col1-0033,Col2-0053,Col3-011,72469.62655,26437.61038
Col1-0033,Col2-0054,Col3-010,78811.46575,73772.32109
Col1-0033,Col2-0055,Col3-011,101594.1356,21494.40144
Col1-0033,Col2-0056,Col3-010,105978.1545,74524.16685
Col1-0033,Col2-0058,Col3-010,17869.14849,1006.843947
Col1-0033,Col2-0059,Col3-011,47917.26553,7340.975216
Col1-0033,Col2-0060,Col3-011,123022.2093,42442.41393
Col1-0033,Col2-0061,Col3-010,23222.251,51496.86791
Col1-0033,Col2-0068,Col3-010,122573.3615,53642.01594
Col1-0033,Col2-0072,Col3-011,95473.35739,28734.17978
Col1-0033,Col2-0074,Col3-010,98784.21752,35841.00018
Col1-0033,Col2-0002,Col3-165,27794.90485,71111.8281
Col1-0033,Col2-0002,Col3-351,92701.66565,77378.93442
Col1-0033,Col2-0002,Col3-352,45403.77674,17011.63373
Col1-0033,Col2-0002,Col3-222,98349.61764,64625.9417
Col1-0033,Col2-0002,Col3-353,104289.8095,14952.25362
Col1-0033,Col2-0002,Col3-354,103708.2024,54683.30425
Col1-0033,Col2-0002,Col3-355,120858.2193,60256.1532
Col1-0033,Col2-0002,Col3-356,76465.35431,18097.10055
Col1-0033,Col2-0002,Col3-229,52740.64074,10147.20591
Col1-0033,Col2-0002,Col3-357,100820.7616,5093.416721
Col1-0033,Col2-0002,Col3-358,78970.54376,29976.90559
Col1-0033,Col2-0002,Col3-359,60539.06912,73630.08627
Col1-0033,Col2-0002,Col3-360,91125.25323,14978.97706
Col1-0033,Col2-0002,Col3-361,116889.2143,34458.90669
Col1-0033,Col2-0002,Col3-362,55631.71589,22183.63164
Col1-0033,Col2-0002,Col3-363,3029.523594,11342.11204
Col1-0033,Col2-0002,Col3-364,13522.08774,57382.2895
Col1-0033,Col2-0002,Col3-365,61890.77918,55338.48299
Col1-0033,Col2-0002,Col3-366,92667.50532,5114.520694
Col1-0033,Col2-0002,Col3-367,106930.6317,79087.53186
Col1-0033,Col2-0174,Col3-010,23460.10346,33834.94254
Col1-0033,Col2-0002,Col3-368,110467.0102,38996.47182
Col1-0033,Col2-0483,Col3-011,42368.15117,55743.4336
Col1-0033,Col2-0121,Col3-369,46842.34645,26899.75353
Col1-0033,Col2-0920,Col3-312,77586.1327,51352.14561
Col1-0033,Col2-0864,Col3-010,108177.4199,61617.01688
Col1-0033,Col2-0865,Col3-010,73831.18982,68703.91074
Col1-0033,Col2-0866,Col3-010,52826.15552,73718.61246
Col1-0034,Col2-0921,Col3-024,103016.2739,47681.60806
Col1-0034,Col2-0002,Col3-370,6181.377634,53933.14671
Col1-0035,Col2-0002,Col3-371,94038.04101,51969.11892
Col1-0035,Col2-0104,Col3-026,14745.04996,38116.61634
Col1-0036,Col2-0002,Col3-372,42752.53264,35155.41061
Col1-0036,Col2-0104,Col3-171,82802.66349,50335.67322
Col1-0037,Col2-0002,Col3-373,95356.03422,56293.33451
Col1-0037,Col2-0922,Col3-024,48162.36097,22286.74957
Col1-0038,Col2-0002,Col3-374,78578.5762,10535.65639
Col1-0038,Col2-0923,Col3-024,25347.50069,46999.25745
Col1-0039,Col2-0204,Col3-375,84451.9846,20790.69076
Col1-0039,Col2-0924,Col3-011,83267.05072,77519.14673
Col1-0040,Col2-0204,Col3-184,36113.92591,16162.46444
Col1-0040,Col2-0925,Col3-011,51627.00623,58782.84831
Col1-0041,Col2-0926,Col3-009,56724.71985,57718.15941
Col1-0041,Col2-0002,Col3-376,31247.72537,12998.02991
Col1-0042,Col2-0001,Col3-013,89724.33165,29927.62925
Col1-0042,Col2-0002,Col3-377,112943.1148,55350.86163
Col1-0043,Col2-0001,Col3-014,118881.0756,64731.9568
Col1-0043,Col2-0002,Col3-378,75810.17352,14169.19464
Col1-0044,Col2-0001,Col3-055,81370.73848,34590.3315
Col1-0044,Col2-0002,Col3-379,19371.07951,52002.12525
Col1-0045,Col2-0002,Col3-380,59687.50209,73928.38131
Col1-0045,Col2-0021,Col3-040,81591.21711,12382.30748
Col1-0046,Col2-0002,Col3-381,123668.7786,17907.44957
Col1-0046,Col2-0104,Col3-276,74001.935,69797.65932
Col1-0047,Col2-0002,Col3-382,6883.978522,45087.30331
Col1-0047,Col2-0104,Col3-179,16813.95558,26475.21981
Col1-0048,Col2-0002,Col3-383,29005.88238,20332.20692
Col1-0048,Col2-0031,Col3-384,17970.35041,53567.68771
Col1-0049,Col2-0002,Col3-385,22024.39209,42452.03733
Col1-0049,Col2-0927,Col3-024,110718.1357,64141.09084
Col1-0050,Col2-0001,Col3-053,88852.00954,42514.27972
Col1-0050,Col2-0002,Col3-386,78567.84658,29395.42187
Col1-0051,Col2-0001,Col3-210,33505.13893,5474.102222
Col1-0051,Col2-0002,Col3-387,79557.26623,77915.7088
Col1-0052,Col2-0002,Col3-388,9787.200559,47637.6965
Col1-0052,Col2-0031,Col3-389,13268.24608,68827.68396
Col1-0053,Col2-0002,Col3-390,6932.6688,16720.57477
Col1-0053,Col2-0031,Col3-352,122574.1796,46812.76931
Col1-0054,Col2-0002,Col3-391,84458.75293,31272.22352
Col1-0054,Col2-0104,Col3-176,88107.6584,45618.91194
Col1-0055,Col2-0002,Col3-392,86672.87083,15518.17919
Col1-0055,Col2-0021,Col3-039,87816.22429,75695.22227
Col1-0056,Col2-0002,Col3-393,10491.90626,20829.57461
Col1-0056,Col2-0031,Col3-103,124955.1681,72755.86623
Col1-0057,Col2-0002,Col3-394,6055.448036,64242.11945
Col1-0057,Col2-0928,Col3-024,6960.310456,63872.54997
Col1-0058,Col2-0002,Col3-395,71262.06777,76216.43615
Col1-0058,Col2-0031,Col3-396,59354.71503,65767.17752
Col1-0059,Col2-0002,Col3-397,121242.1719,68236.87926
Col1-0059,Col2-0031,Col3-398,3700.487206,49067.75464
Col1-0060,Col2-0002,Col3-399,110184.0684,39712.25313
Col1-0060,Col2-0031,Col3-400,46320.36687,50740.20244
Col1-0061,Col2-0002,Col3-401,107824.9978,72014.41657
Col1-0061,Col2-0031,Col3-091,40041.00014,62945.82577
Col1-0062,Col2-0002,Col3-402,33383.16015,35719.35613
Col1-0062,Col2-0031,Col3-102,30771.4314,5503.420957
Col1-0063,Col2-0002,Col3-403,82718.88652,2880.353478
Col1-0063,Col2-0031,Col3-404,72744.2639,5583.801216
Col1-0064,Col2-0002,Col3-405,81960.80424,23814.81668
Col1-0064,Col2-0031,Col3-351,46394.92128,23820.79536
Col1-0065,Col2-0002,Col3-406,59274.0057,15852.21503
Col1-0065,Col2-0031,Col3-407,25046.60173,204.5955625
Col1-0066,Col2-0002,Col3-408,46917.56935,6996.977487
Col1-0066,Col2-0929,Col3-010,107557.9679,52704.83574
Col1-0067,Col2-0002,Col3-409,24213.51703,68013.51597
Col1-0067,Col2-0001,Col3-410,9752.000605,70143.54231
Col1-0068,Col2-0002,Col3-411,55852.80514,30200.30618
Col1-0068,Col2-0031,Col3-354,16920.25161,78250.74579
Col1-0069,Col2-0930,Col3-120,51117.30645,53465.65912
Col1-0069,Col2-0002,Col3-412,94003.0847,60883.70323
Col1-0070,Col2-0931,Col3-120,102128.9642,19527.46712
Col1-0070,Col2-0002,Col3-413,26714.12247,69408.90387
Col1-0071,Col2-0002,Col3-414,110537.2781,13223.62172
Col1-0071,Col2-0031,Col3-031,1248.079194,22228.4242
Col1-0072,Col2-0001,Col3-221,23982.69431,13895.22511
Col1-0072,Col2-0002,Col3-415,27641.89472,49285.1361
Col1-0073,Col2-0002,Col3-416,41242.47153,74966.08604
Col1-0073,Col2-0659,Col3-024,89310.70984,61235.75384
Col1-0073,Col2-0031,Col3-078,69377.97961,51445.23604
Col1-0074,Col2-0002,Col3-417,26604.81431,40754.65437
Col1-0074,Col2-0031,Col3-028,99456.18259,8189.027812
Col1-0075,Col2-0002,Col3-418,27752.69039,41846.29887
Col1-0075,Col2-0031,Col3-419,55122.56116,65997.30733
Col1-0076,Col2-0002,Col3-420,113014.1056,26693.05606
Col1-0076,Col2-0031,Col3-039,87543.41888,13029.73099
Col1-0077,Col2-0002,Col3-421,11381.35167,26160.21404
Col1-0077,Col2-0031,Col3-038,88354.62951,40329.16742
Col1-0078,Col2-0002,Col3-422,81080.44098,5912.97023
Col1-0078,Col2-0031,Col3-032,45942.47644,32712.28159
Col1-0079,Col2-0002,Col3-423,47727.48984,36596.42029
Col1-0079,Col2-0657,Col3-024,8329.779584,40117.38756
Col1-0079,Col2-0031,Col3-029,13302.72023,61218.65418
Col1-0080,Col2-0002,Col3-424,9622.203431,58409.89366
Col1-0080,Col2-0656,Col3-024,88600.89809,4467.105187
Col1-0080,Col2-0031,Col3-030,71213.70038,21525.79494
Col1-0081,Col2-0002,Col3-425,65077.77762,65139.53695
Col1-0081,Col2-0031,Col3-033,10139.32017,63168.58175
Col1-0082,Col2-0002,Col3-426,7750.404359,79895.04199
Col1-0082,Col2-0031,Col3-095,37351.76861,3935.526772
Col1-0083,Col2-0002,Col3-427,89198.46695,50076.193
Col1-0083,Col2-0658,Col3-024,116132.6305,40632.83382
Col1-0083,Col2-0031,Col3-001,114944.3454,44430.3413
Col1-0084,Col2-0001,Col3-040,94154.017,77264.61918
Col1-0084,Col2-0002,Col3-428,45092.5668,30430.82304
Col1-0085,Col2-0093,Col3-323,61985.70273,5810.93256
Col1-0085,Col2-0002,Col3-429,106557.6758,13701.96266
Col1-0086,Col2-0093,Col3-301,30384.19791,78787.34503
Col1-0086,Col2-0002,Col3-430,22958.11668,30374.30621
Col1-0087,Col2-0093,Col3-019,101049.4942,21010.52877
Col1-0087,Col2-0002,Col3-220,109817.1442,68073.4396
Col1-0088,Col2-0093,Col3-211,107179.0808,49982.13565
Col1-0088,Col2-0002,Col3-431,5345.249556,32317.4276
Col1-0089,Col2-0093,Col3-051,31159.90461,1730.050275
Col1-0089,Col2-0002,Col3-432,95719.38831,72961.35688
Col1-0090,Col2-0002,Col3-433,8276.905438,72126.5684
Col1-0090,Col2-0031,Col3-098,56459.63287,79319.85482
Col1-0091,Col2-0093,Col3-017,101631.9018,38895.12815
Col1-0091,Col2-0002,Col3-434,16700.6828,37671.73536
Col1-0092,Col2-0841,Col3-010,107748.8888,1166.568121
Col1-0092,Col2-0842,Col3-010,23743.15893,26508.71355
Col1-0092,Col2-0848,Col3-010,31901.93792,62554.01157
Col1-0092,Col2-0849,Col3-011,118890.5814,44197.3176
Col1-0092,Col2-0851,Col3-010,120704.0836,66516.97251
Col1-0092,Col2-0854,Col3-010,101648.9024,78705.55491
Col1-0092,Col2-0857,Col3-011,49460.57237,76743.39438
Col1-0092,Col2-0858,Col3-010,120672.9579,26720.87825
Col1-0092,Col2-0859,Col3-011,69694.27158,75755.99599
Col1-0092,Col2-0002,Col3-023,96028.01912,29318.94474
Col1-0092,Col2-0932,Col3-009,46715.65372,12666.15962
Col1-0092,Col2-0933,Col3-312,49645.4233,36892.74138
Col1-0092,Col2-0002,Col3-435,65499.75428,71857.87577
Col1-0092,Col2-0002,Col3-003,124185.7505,57579.18822
Col1-0092,Col2-0002,Col3-436,13956.45777,4544.441305
Col1-0092,Col2-0002,Col3-323,65350.51342,50475.62825
Col1-0092,Col2-0002,Col3-221,122941.0482,48590.50544
Col1-0092,Col2-0002,Col3-226,15895.74353,16848.95436
Col1-0092,Col2-0002,Col3-437,124866.8079,71534.23106
Col1-0093,Col2-0093,Col3-410,28467.24399,24838.33395
Col1-0093,Col2-0002,Col3-438,23400.94339,65528.83023
Col1-0094,Col2-0093,Col3-078,56891.36722,2633.59121
Col1-0094,Col2-0002,Col3-439,37379.99552,35492.77582
Col1-0095,Col2-0009,Col3-010,72027.75888,9465.61374
Col1-0095,Col2-0010,Col3-182,82445.45069,48977.52616
Col1-0095,Col2-0934,Col3-009,122399.8808,37505.34847
Col1-0095,Col2-0062,Col3-010,13683.31866,3314.729998
Col1-0095,Col2-0063,Col3-011,86504.26142,77638.79426
Col1-0095,Col2-0064,Col3-010,96850.66957,51879.0006
Col1-0095,Col2-0065,Col3-011,33756.8669,25106.68668
Col1-0095,Col2-0066,Col3-011,108846.3066,30237.90051
Col1-0095,Col2-0067,Col3-011,68711.00813,13919.95806
Col1-0095,Col2-0069,Col3-010,124255.5383,12595.6727
Col1-0095,Col2-0070,Col3-010,6153.945434,64413.78665
Col1-0095,Col2-0071,Col3-011,25245.85894,76188.39585
Col1-0095,Col2-0093,Col3-074,14427.18402,20855.0902
Col1-0095,Col2-0093,Col3-003,121823.7223,74720.88453
Col1-0095,Col2-0093,Col3-089,91960.53914,49868.38146
Col1-0095,Col2-0093,Col3-396,86335.61252,58364.74569
Col1-0095,Col2-0093,Col3-103,111165.303,26732.51224
Col1-0095,Col2-0093,Col3-226,88061.51249,77765.35441
Col1-0095,Col2-0002,Col3-440,5018.477624,25942.03671
Col1-0095,Col2-0002,Col3-441,67540.58249,31869.53216
Col1-0095,Col2-0002,Col3-442,37151.25019,40893.99833
Col1-0095,Col2-0002,Col3-216,70620.26177,28574.61767
Col1-0095,Col2-0002,Col3-275,48729.31021,76980.19832
Col1-0095,Col2-0002,Col3-443,60731.85006,75122.61875
Col1-0095,Col2-0002,Col3-219,31734.97752,20919.82459
Col1-0095,Col2-0103,Col3-180,13571.85349,55187.44142
Col1-0095,Col2-0935,Col3-120,110134.6202,23621.85212
Col1-0095,Col2-0195,Col3-259,69342.01886,39088.22853
Col1-0095,Col2-0195,Col3-444,64207.26308,20396.55624
Col1-0095,Col2-0936,Col3-249,90759.7757,30846.28521
Col1-0095,Col2-0937,Col3-249,43271.25424,46981.52656
Col1-0095,Col2-0938,Col3-120,55729.47433,54016.52719
Col1-0095,Col2-0093,Col3-445,64729.69635,3242.137809
Col1-0095,Col2-0093,Col3-429,54859.01727,30165.355
Col1-0095,Col2-0093,Col3-021,112470.9591,61567.30711
Col1-0095,Col2-0939,Col3-024,33717.28255,53550.53577
Col1-0095,Col2-0529,Col3-011,98534.56866,13540.07689
Col1-0095,Col2-0530,Col3-011,54819.63373,48070.72673
Col1-0095,Col2-0536,Col3-011,75336.40328,57916.25952
Col1-0095,Col2-0940,Col3-009,99916.31053,6259.706289
Col1-0095,Col2-0543,Col3-011,13533.75435,4952.97985
Col1-0095,Col2-0549,Col3-010,48998.00663,32221.89337
Col1-0095,Col2-0550,Col3-011,103146.8472,20055.01205
Col1-0095,Col2-0553,Col3-010,119158.5268,19437.82965
Col1-0095,Col2-0554,Col3-011,33452.12502,38494.57347
Col1-0095,Col2-0557,Col3-011,121654.7025,24652.31101
Col1-0095,Col2-0941,Col3-009,60671.60044,52976.90556
Col1-0095,Col2-0942,Col3-312,46648.32181,62799.91759
Col1-0095,Col2-0103,Col3-012,36607.86546,61049.57875
Col1-0095,Col2-0943,Col3-024,57021.76963,7992.359089
Col1-0095,Col2-0944,Col3-024,4228.428294,1464.323126
Col1-0095,Col2-0945,Col3-024,110940.1833,63901.6479
Col1-0095,Col2-0946,Col3-024,98491.8385,4552.375824
Col1-0095,Col2-0947,Col3-024,77799.23267,54227.66617
Col1-0095,Col2-0948,Col3-024,697.4481618,40907.6554
Col1-0095,Col2-0949,Col3-024,16965.2697,16020.07668
Col1-0095,Col2-0950,Col3-024,88626.87597,33870.87217
Col1-0095,Col2-0951,Col3-024,6566.675644,77586.49993
Col1-0095,Col2-0654,Col3-010,31693.92369,34797.38689
Col1-0095,Col2-0186,Col3-010,50810.87041,2273.545678
Col1-0095,Col2-0952,Col3-009,18993.05415,16631.65209
Col1-0095,Col2-0797,Col3-010,89796.03333,38914.04342
Col1-0095,Col2-0798,Col3-010,8383.399476,10903.07885
Col1-0095,Col2-0799,Col3-011,102907.0434,13512.46529
Col1-0095,Col2-0800,Col3-011,99423.81594,14974.09128
Col1-0095,Col2-0801,Col3-011,119944.6693,72290.63188
Col1-0095,Col2-0826,Col3-010,32677.92084,73490.21618
Col1-0095,Col2-0830,Col3-011,57947.60549,12716.78892
Col1-0095,Col2-0837,Col3-011,44996.32628,44226.9754
Col1-0096,Col2-0010,Col3-026,65904.91154,59855.95007
Col1-0096,Col2-0002,Col3-419,9343.626029,54993.46777
Col1-0097,Col2-0953,Col3-024,79661.02437,38636.40753
Col1-0097,Col2-0954,Col3-009,30161.60556,59261.81778
